id,comentario,clasificacion
3659,"Muy mala, ya de por sí el sistema del banco es un problema y con ésta app no es la diferencia, no te puedes confiar, muchas veces sale mejor ingresar a la página web que esperar a que la app quiera funcionar correctamente",no_relevante
3660,"todas las veces me responde ineficiente, aduciendo una y otro código ....basta con mi clave digital para ver el movimiento del plin .",relevante
3661,No apertura la aplicación,no_relevante
3662,"Desde la ultima actualización no puedo entrar, ya me canse de instalarla mas de 50 veces , de llamar , y nada !!! Ahora tengo q buscar un agente todos los Dias!!! para hacer mis movimientos, ni el token puedo ver. Pense q era uno de los mejores bancos con el cula trabajat pero estoy decepcionada.",relevante
3663,"está funcionando el tema de las recargas, me aparece que no puedo realizar y que lo intente más tarde, pero ya pasó 1hr y nada😣",no_relevante
3664,"Pésima a pesar que ya he descargado 5 actualizaciones sigue mal, no permite colocar en cuotas las compras realizadas con la tarjeta de credito.",no_relevante
3665,"Estoy teniendo problemas para poder ingresar a mi Yape ya que puse la contraseña correcta pero no me la esta validando, alguna solución para el problema que estoy presentando hoy día por el aplicativo de Yape!!",relevante
3666,no me sirve,no_relevante
3667,"Que tipo de actualización realizan?? Por que no se notan estas actualizaciones en la app? Solo generan delay en la activación de la aplicación.. Malaso! Ahora ni siquiera se puede tomar captura de pantalla, almenos deberían implementar la opción de visualizar el movimiento como comprobante y la opción de compartir. tal como lo hace el Yape",relevante
3668,hacen actualizaciones sin previo aviso,no_relevante
3669,"Lacra el servicio, nunca puedo ingresar, por más que cambies la contraseña, igual no entrará. Si no van a arreglarlo, mejor borrenlo del playstore para no llenar espacio en vano.",relevante
3670,"Es una desgracia, me sale un monto de pago diferente al que me envían en mensaje, igualmente con el estado de cuenta, hubo 1 día que no se podía abrir la aplicación. No está completa y no es una ayuda. Deberían mejorar por que es parte del servicio y bienestar al cliente.",relevante
3671,"Buenas tardes tengo un problema había una actualización del yape, hice la actualización y después de la nada me dejó de funcionar el yape, se queda en la pantalla morada y el logo de ahí no avanza, ya desinstale y volví a instalar la aplicación y nada, apague el celular y lo volví a reiniciar y sigue igual, si hay un problema con la app me lo pueden decir porque no me funciona",no_relevante
3672,el plin funciona cuando se le da la gana me eh quedado con problemas muchas veces porque no podía pagar una pena lo peor nunca le dan solución pura perdida tiempo,no_relevante
3673,"horrible aplicativo, un desastre",no_relevante
3674,"Estimados, llevo ya más de 1 semana que no puedo entrar al detalle ""pagar tarjeta"" de mi tarjeta de crédito. Necesito entrar para verificar unos pagos del mes y deuda total.",no_relevante
3675,"simplemente no puedo ingresar a mi cuenta , la app de descarga pero no puedo hacer nada la instale nuevamente y sigue el problema , no sirve la antigua versión era mucho mejor 👍🏻",no_relevante
3676,"hasta las patas, sigue con error de conexión. llamo a atención al cliente, tiempo de espera largo para que ni solucionen el problema.",no_relevante
3677,"A cada rato debo volver a confirmar mi token digital, volver a verificar con DNI y selfie",relevante
3678,pésimo no se puede hacer pagos de plan ni yape,no_relevante
3679,"La nueva actualización, el nuevo formato, el nuevo orden de las cuentas, nada amigable, la intención fue hacerlo más moderno pero no ayuda a tener la información completa a la mano, para cayendo el sistema, es más lento, solo me deja ver 3 cuentas y la demás tengo que entrar a la otra opción, si quiero sacar una y poner otra no se puede, hago una transferencia no procesa, luego se duplica. No es necesario que sea tan atractivo, la idea es que tenga toda la información a la vista y sea rápido.",relevante
3680,"una app inservible, ya que van 5 días que su verificación por foto no funciona y ya se aviso el banco y dice 6 días más para dar solución",relevante
3681,Para que miercoles le meten la mano a la app... Funcionaba muy bien hasta la Ultima actualizacio..... Se mueve desordenadamente los movimientos cuando uno quiere bajar...... Una porqueria..... Me largo al BCP es una app sencilla de usar.... En el banco ni saben dar una explicación ni orientacion...... Servicio pésimo de Interbank,no_relevante
3682,"Sugiero que la aplicación permita tomar imagen de la pantalla, para obtener un registro de los movimientos que uno realiza. No hay forma de obtener un registro detallado de los movimientos, y saldos por intermedio de la app. hoy domingo 29 de junio, hice 2 transferencias interbancarias inmediatas de 500 soles a otra cuenta Interbank, pero solo llegó 1, sin embargo fueron descontados de mi saldo en BN.",relevante
3683,"se invita a todos los usuarios que lean esto a que en los comentarios soliciten el modo oscuro, el modo oscuro es una accesibilidad y una solución oftálmica a pacientes que tienen problemas para visualizar su pantalla en el modo claro, de repente así los ingenieros lo toman más en cuenta y actualizan esta app, el hecho de que el community manager responde con una respuesta programada de yape, no significa que realmente escuche y tome en cuenta los comentarios de los usuarios,",no_relevante
3684,"Terrible, superlenta y nunca procesa la operacion",no_relevante
3685,"Hoy 21 de agosto, sale q no es mi contraseña, ingreso x web y todo ok. Arreglen la aplicación, desde hace una semana cuando ingreso mi contraseña se demora en cargar y luego sale msje q está en mantenimiento, q espere 1 hora 😑.",relevante
3686,Hasta las caiguas,no_relevante
3687,"La aplicación muy pero muy mala, no actualizan los datos y pagos en el aplicativo. yo pagué mi deuda que tenía , pero veo que en el aplicativo sigue la deuda. Mal no sirve.",relevante
3688,La app no me permite pagar servicios ni hacer transferencias a cuentas de ahorros. Y respecto a pagar con Yape: A veces permite y a veces no. Está Actualizada a la última versión. Que debería hacer ?,no_relevante
3689,"Cada vez que intento entrar a mi cuenta desde app sale mensaje ""Tuvimos algunos problemas para validar tu clave de internet. Por favor vuelva a intentar lo"" lo mismo desd su página web",relevante
3690,Señores urgente tienen que cambiar la validación de números de intentos fallidos. Permite intentar n veces. Sin bloquear al usuario. Solo sale error al iniciar sesión. Por seguridad debería bloquearse luego de los 3 intentos errados. Esto va permitir que los delincuentes puedan dar con la clave frente a un celular robado. Hasta que uno llamé al banco al darle de baja a la afiliación del token digital.,relevante
3691,"No puedo ingresar los datos de mi tarjeta. Me dieron un duplicado y cada que pongo los datos me sale que son incorrectos. Deberian actualizar los datos de su aplicación, pésimo servicio.",relevante
3692,"App con fallas, muchas veces no envia la clave digital para ingresar o lo peor para confirmar un pago (ni por msms ni por correo).",relevante
3693,"No se que pasó, ayer plinee a yape un monto, y ahora no me permite o me dice que el número no usa plin, una solución al tema si fuera posible",no_relevante
3694,"Llevo un mes intentando hacer una transferencia interbancaria a una cuenta del Interbank y no puedo, o me sale error o simplemente la aplicación se cierra. En la coyuntura actual deben mejorar su servicio y brindar calidad, es la única app que tengo problemas.",no_relevante
3695,"¡Qué servicio de calidad oe! Será porque es del estado, es una reverenda basura. Hace más de una semana no quiere abrir y me dice que intente más tarde. Y eso que recién me obligaron a actualizar.",no_relevante
3696,"Todo funcionaba bien antes de la actualización. Ahora de 20 veces que intento ingresar, 19 me dice que ha ocurrido un problema. Que fastidio con la aplicación y te dice que visites la viabcp pero si vas a transferir cuando te pide el token es lo mismo porque no puedes ingresar.",relevante
3697,no me está funcionando al querer poner mi contraseña no abre así no puedo hacer ninguna transferencia de dinero ni pagar ni retirar tengo q usar otro banco.,relevante
3698,"Ya mas de 15 dias que no puedo abrir la app bcp para hacer mis movimientos!! BCP cuando se levantara su app??? De nuevo desde que actualizaron la app el 28 de febrero del 2024 se volvio a caer la app no me funciona, de manera similar que en octubre del 2023 luego de dos meses se me arregló. Porque tienen que actualizar muchas veces si va ver problemas en algunos equipos como el galaxy A30 -.-",no_relevante
3699,"No me permite ingresar. Para ingresar al aplicativo, requiero del código q mandan por correo y esto demora más de lo que me permite tener abierto la sesión, por lo cual nunca logro entrar, deben de darle un tiempo prudencial. Anteriormente no e tenido este inconveniente con la versión pasada. Ahora no puedo realizar nada.",no_relevante
3700,"Este aplicativo se cuelga y no permite utilizarlo con normalidad, genera incomodidad en el usuario, no lo puedo usar normal",no_relevante
3701,"Imposible de usar desde que solicitan el token de forma obligatoria. Cuando ingresas la clave sms para activar el token no pasa absolutamente nada. Y lo peor es que no actualizan para solucionar este error, a pesar de todas las quejas de los usuarios. Pésimo.",relevante
3702,"App muy inestable, no permite apagar y encender la tarjeta de crédito sobre todo cuando se está por pagar un consumo, el modo oscuro se desactiva constantemente. Ya probé reinstalándola, nada. Es sin duda la peor App bancaria, BBVA, SCOTIA Y BCP, en ese orden, la superan ampliamente.",no_relevante
3703,"Está última versión es malísima, no te abre seción, antes hasta de madrugada abría mi seción ahora no y en el día te sale error intentar en unos minutos, en verdad no le daría ni una sola estrella, espero lo mejoren. En verdad en vez de mejorar la aplicación con las constantes quejas no hacen nada, cada día está peor la aplicación, hace unos meses le di una estrella pero ahora se merecen nada. Cada dia esta peor super mala",no_relevante
